"","solID","mape","decomp.rssd","nrmse","nrmse_train","display_thetas","paid_search_thetas","social_thetas","tv_thetas","display_alphas","paid_search_alphas","social_alphas","tv_alphas","display_gammas","paid_search_gammas","social_gammas","tv_gammas","cluster","n","top_sol"
"71","2_424_1",0,0.431222325405656,0.202186484937354,0.202186484937354,0.50009779238414,0.747746772793626,0.428088353965927,0.628456358090038,0.9479125594203,0.562646399279663,0.0671258031059825,0.274837465642881,0.766888539519523,0.552385728075705,0.692896505301082,0.279688335952295,3,37,FALSE
"72","2_425_1",0,0.350348733818341,0.202097005619866,0.202097005619866,0.423152290213365,0.930255107199057,0.337282965967146,0.469943382815487,0.292009510933796,0.609467980949968,0.186694095251218,0.618116678203279,0.919487880999655,0.629717996753118,0.970257510359928,0.0629903718738826,3,37,FALSE
"73","2_426_1",0,0.444924546191069,0.200651301162706,0.200651301162706,0.398918568005815,0.330045280567117,0.918039415622887,0.686168852727548,0.908250782620896,0.643800429389727,1,0.369773108123993,0.513328726737557,0.754244683198654,0,0.238601384567434,1,26,FALSE
"74","2_427_1",0,0.638597735996682,0.200447793395685,0.200447793395685,0.328226482005863,0.0440069760171031,0.784481516382507,0.519879785804229,0.828569194925967,0.778903471942288,0.718953126029839,0.220515845660465,0.506762846237556,0.642590655498819,0.283242666862446,0.390838625885956,1,26,FALSE
"75","2_429_1",0,0.61893196004492,0.200730405682176,0.200730405682176,0.491327454821623,0.270030805985487,0.695076355136389,0.775080245171355,0.994886619739515,0.587792976286205,0.60560400937069,1,0.49632856199385,0.760906062188347,0.344831973336177,0.0956357967685336,2,24,FALSE
"76","2_430_1",0,0.978553321664732,0.199275879219229,0.199275879219229,0.225707940041333,0.322926419508775,0.997955423833952,0.423181536890666,0.836962862210328,0.934249546809529,0.801140191966761,0.506910680745747,0.190274605532377,0.807747485373783,0.00357546461191586,0.531638220814052,1,26,FALSE
"77","2_431_1",0,0.799341553034479,0.20059778084794,0.20059778084794,0.402357606289112,0.654670646407531,0.710309263756919,0.615117909183618,0.892176459234173,0.705208632578687,0.286629334536858,0.376386050691828,0.254181603959585,0.749659019328779,0.612532197281576,0.534583179127406,2,24,FALSE
"78","2_435_1",0,0.893933305663574,0.200298292827798,0.200298292827798,0.358764948020858,0.151716482948882,0.848484856702971,0.318987808743652,0.977245061789584,0.795458903205714,0.979687284542123,0.906699532726616,0.330595733392113,0.694240061643938,0.276895681649259,0.676846780147059,1,26,FALSE
"79","2_437_1",0,0.313177656587813,0.20117555162663,0.20117555162663,0.518698926963898,0.528380350979101,0.509001237821823,0.788728358499582,0.885087968404356,0.545344559491004,0.0248322617038383,0.349335657212805,0.382100514944752,0.46736451887028,0.523661502462355,0.0609472259635847,3,37,TRUE
"80","2_438_1",0,0.531166545623641,0.201490343590532,0.201490343590532,0.426839966736238,0.522695645110162,0.574392084252841,0.437038353867975,0.388780723495516,0.638634689981285,0.517326331180625,0.61996580744885,0.804310553284565,0.615866551531961,0.818298117579756,0.250392297464308,3,37,FALSE
"81","2_442_1",0,0.523153642593606,0.201395392140668,0.201395392140668,0.569791485622862,0.633462257492074,0.751498588654979,0.709016033109247,0.924475772161612,0.410402150118893,0.25437271496285,0.961040482895109,0.48374086484257,0.64749256291815,0.431085770118765,0.284167961031295,2,24,FALSE
"82","2_445_1",0,0.482178166013089,0.202102069082505,0.202102069082505,0.496843837728431,0.475152403745508,0.433238861095834,0.920888408731022,0.848981158981129,0.604613804712461,0.0470488299666814,0.59592159229219,0.768481376404002,0.348032984111013,0.882313059291908,0.237642329355221,3,37,FALSE
"83","2_447_1",0,0.555530292216432,0.200945999892761,0.200945999892761,0.401356727175642,0.15208442771192,0.6935766893266,0.731648595514353,0.967875882160814,0.739947666641305,0.398770787746155,0.980168033453574,0.54602059091069,0.503646387443944,0.560843063990253,0.11701843240981,2,24,FALSE
"84","2_450_1",0,0.724857179395865,0.200159661938924,0.200159661938924,0.277289152379936,0.000748534321767027,0.855402697686912,0.96982483876466,0.736582242422166,0.825673987893464,0.94390276473154,0.247940596302651,0.484805356949765,0.774599548799506,0.0486493173499771,0.153827163706291,1,26,FALSE
"85","2_455_1",0,0.310185325113749,0.201529331206435,0.201529331206435,0.440766141320716,0.571384846518657,0.581221881835321,0.441425963403869,0.243742495776415,0.609467980949968,0.325805420197182,0.615795442252285,0.860146389798804,0.629717996753118,0.534943594546705,0.079238717298247,3,37,FALSE
"86","2_457_1",0,0.753100055078571,0.200585319908105,0.200585319908105,0.328226482005863,0.0440069760171031,0.6120667294658,0.358331113164337,0.828569194925967,0.778903471942288,0.718953126029839,0.316887299703889,0.506762846237556,0.642590655498819,0.497360266082092,0.52887676441951,1,26,FALSE
"87","2_460_1",0,0.534237182504649,0.200744949215805,0.200744949215805,0.411578432798844,0.164248886813775,0.819813014549313,0.67300729953091,0.772497249696595,0.624756340010806,0.656501899414629,0.328640205013984,0.561098437563662,0.705328279966866,0.024989322365492,0.253209549750609,1,26,FALSE
"88","2_461_1",0,0.917748183470154,0.200089996365108,0.200089996365108,0.39105835283395,0.201898700899161,0.961428965627978,0.615117909183618,0.694752842442796,0.664106128467575,0.856994409233624,0.376386050691828,0.196045004845465,0.805124973506315,0.149316811218658,0.534583179127406,1,26,FALSE
